"",,,,,,
July 2019 Crime Log,,,,,,
"",,,,,,
Report Date,Incident,"IncidentNumber",Date/Time Occurred,General Location,Disposition,
"July 10, 2019","Theft: A  student reported the theft of a minifridge",19-000870,"June 1, 2019",2000,Henle Village,Case Pending Investigation
"July 11, 2019","Theft: A  summer student reported the theft ofa wallet",19-000872,"July 11, 2019",1330,Yates Field House,"Case Pending Investigation/ UNFOUNDED  wallet was foundand returned to owner"
"July 12, 2019","Burglary: A student reported that an unknownsuspect gained access to their securedresidence and stole a safe",19-000876,"July 12, 2019",1000,Village A,"Case Pending Investigation HandledBy MPD CCN: 19- 121782"
"July 12, 2019",Theft: A  student reported the theft of a bicycle,19-000877,"June 18, 2019",1800,"Leavey Center BicycleRack",Case Pending Investigation
"July 12, 2019",Theft: A  student reported the theft of a bicycle,19-000883,"July 8, 2019",0900,"Leavey Center BicycleRack",Case Pending Investigation
"July 12, 2019","Fondling: A hospital patient reported theywere fondled","19-0596(GUMH)","July 12, 2019",1000,GUMH,"Case Closed, Handled by GUMHProtective Services"
"July 12, 2019","Burglary: A summer student reported that anunknown suspect gained access to theirsecured residence and stole a wallet",19-000881,"July 11, 2019",2200,New South Hall,Case Pending Investigation
"July 13, 2019","Fondling: A hospital patient reported theywere fondled",19-0976,"July 13, 2019",920,GUMH,"Case Closed, Handled by GUMHProtective Services"
"July 15, 2019",Theft: A  summer student reported the theft of,19-000889,"July 15, 2019",0800,Village C East,Case Pending Investigation
"",a gaming system,,,,,
"July 16, 2019",Unlawful Entry:  A GUPD officer reported that,19-000894,"July 16, 2019",1100,Leavey Center,Case Closed With Arrest CCN: 19-
"",they located a unauthorized non affiliate on,,,,,124395
"",campus who had been previously barred,,,,,
"July 16, 2019",Theft: A  GU affiliate reported the theft of US,19-000896,"July 10, 2019",1100,Lauinger Library,Case Pending Investigation
"",currency,,,,,
"July 18, 2019",Simple Assault: A  GU summer student,19-000915,"July 17, 2019",1839,New South Hall,Case Closed Guardian Declined to
"",reported that they were physically assaulted,,,,,"File Criminal Charges, Student"
"",by another summer student.,,,,,Removed From Program
"July 19, 2019",Burglary: A summer student reported that an,19-000916,"July 19, 2019",0830,Kennedy Hall,Case Pending Investigation
"",unknown suspect gained access to their,,,,,
"",secured residence and stole jewelry and US,,,,,
"",currency,,,,,
"July 19, 2019",Burglary: A student reported that an unknown,19-000917,"July 19, 2019",0900,Kennedy Hall,Case Pending Investigation
"",suspect gained access to their secured,,,,,
"",residence and stole a wallet containing US,,,,,
"",currency,,,,,
"July 19, 2019",Burglary: A student reported that an unknown,19-000919,"July 19, 2019",1625,Village A,Case Pending Investigation Handled
"",suspect gained access to their secured,,,,,By MPD CCN: 19- 126608 /
"",residence and stole a laptop and personal,,,,,UNFOUNDED
"",medication,,,,,laptop was never stolen
"July 19, 2019",Felony Threats: A student reported that they,19-000920,"July 19, 2019",1625,New Research Building,Case Pending Investigation Handled
"",received several threatening telephone calls,,,,,By MPD CCN: 19- 126635
"",and text messages from an unidentified male,,,,,
"",subject,,,,,
"July 19, 2019",Drug Violation:  A non GU affiliate was found,19-000921,"July 19, 2019",2059,Holy Rood Cemetery,Subjects Were Barred From
"",in possession of marijuana,,,,2126 Wisconsin Avenue,Campus
"",,,,,Northwest,
"July 20, 2019",Theft: A  student reported the theft of two,19-000925,"July 20, 2019",1345,McCarthy Hall,Case Pending Investigation
"",cellular phones,,,,,
"July 22, 2019","Unlawful Entry:  A GUPD officer reported thatthey located a unauthorized non affiliate oncampus who had been observed canvassingseveral offices and going through personalproperty",19-000934,"July 22, 2019",1422,ICC,"Case Closed With Arrest CCN: 19-128371"
"July 23, 2019","Theft: A  GU Hospital employee reported thetheft of a bicycle",19-000940,"July 23, 2019",1645,"Leavey Center BikeRack",Case Pending Investigation
"July 23, 2019","Credit Card Fraud: A  GU summer affiliatereported unauthorized credit card transactions",19-000941,"July 22, 2019",1800,Village C West,"Case Pending Investigation HandledBy MPD CCN: 19- 129174"
"July 24, 2019","Theft: A  GU summer student reported thetheft of a backpack",19-000947,"July 24, 2019",1400,"Healy Family StudentCenter",Case Pending Investigation
"July 25, 2019","Simple Assault: A  summer student reportedthat an unknown subject hugged them",19-000950,"July 22, 2019",1400,ICC,"Case Pending Investigation/ UNFOUNDED  NO ASSAULTOCCURRED"
"July 25, 2019","Burglary: A staff member reported that anunknown suspect gained access to theirsecured office and stole a laptop",19-000952,"July 25, 2019",1400,ICC,Case Pending Investigation
"July 26, 2019","Burglary: A staff member reported that anunknown suspect gained access to theirunsecured office and stole a laptop",19-000956,"July 26, 2019",1345,Car Barn,Case Pending Investigation
"July 26, 2019","Theft: A  summer student reported the theft oftheir key and GoCard",19-000957,"July 24, 2019",2050,Copley Lawn,Case Pending Investigation
"July 27, 2019","Burglary: A GUPD member reported that two(2) unknown suspects gained access to anunsecured office and broke into a lockedcabinet and stole personal items",19-000962,"July 27, 2019",2217,Healy Hall,"Case Pending Investigation HandledBy MPD CCN: 19- 132965"
"July 29, 2019",Theft: A  student reported the theft of a bicycle,19-000968,"July 29, 2019",0900,"LXR 35Th Street BikeRack",Case Pending Investigation
